nb_shards,nb_requests,accuracy, SP,PE,EOpp,EOdds,retraining_time
5,113,0.66, 0.38, 0.31, 0.44, 0.44,  3.930551052093506
5,114,0.66, 0.31, 0.22, 0.38, 0.38,  3.95672607421875
5,115,0.66, 0.37, 0.28, 0.43, 0.43,  3.9700992107391357
5,116,0.66, 0.39, 0.29, 0.47, 0.47,  4.030945301055908
5,117,0.65, 0.41, 0.32, 0.49, 0.49,  3.993541955947876
5,118,0.67, 0.35, 0.26, 0.41, 0.41,  3.9754347801208496
5,119,0.66, 0.41, 0.31, 0.49, 0.49,  3.942723512649536
5,120,0.67, 0.32, 0.24, 0.37, 0.37,  3.984083890914917
5,121,0.66, 0.36, 0.26, 0.43, 0.43,  4.036229610443115
5,122,0.66, 0.36, 0.26, 0.43, 0.43,  3.963927745819092
5,123,0.66, 0.37, 0.27, 0.45, 0.45,  4.017870187759399
5,124,0.65, 0.41, 0.32, 0.47, 0.47,  3.9890146255493164
5,125,0.66, 0.36, 0.27, 0.43, 0.43,  3.9655678272247314
5,126,0.66, 0.39, 0.3, 0.45, 0.45,  3.9682857990264893
5,127,0.65, 0.36, 0.26, 0.43, 0.43,  3.9382822513580322
5,128,0.66, 0.36, 0.26, 0.43, 0.43,  3.993760585784912
5,129,0.66, 0.38, 0.29, 0.44, 0.44,  3.9995687007904053
5,130,0.67, 0.36, 0.27, 0.42, 0.42,  3.9063377380371094
5,131,0.66, 0.4, 0.31, 0.47, 0.47,  4.015344142913818
5,132,0.66, 0.35, 0.25, 0.42, 0.42,  3.9788496494293213
5,133,0.67, 0.37, 0.28, 0.45, 0.45,  3.9512059688568115
5,134,0.67, 0.39, 0.3, 0.45, 0.45,  4.00734806060791
5,135,0.65, 0.4, 0.34, 0.44, 0.44,  3.994452953338623
5,136,0.66, 0.37, 0.27, 0.44, 0.44,  3.9135336875915527
5,137,0.66, 0.36, 0.28, 0.42, 0.42,  3.931159019470215
5,138,0.67, 0.38, 0.28, 0.45, 0.45,  4.021332263946533
5,139,0.66, 0.36, 0.25, 0.44, 0.44,  4.006537437438965
5,140,0.66, 0.31, 0.22, 0.38, 0.38,  3.995767831802368
5,141,0.67, 0.4, 0.3, 0.46, 0.46,  3.9784328937530518
5,142,0.67, 0.39, 0.29, 0.45, 0.45,  3.9666900634765625
5,143,0.67, 0.4, 0.32, 0.45, 0.45,  3.9913370609283447
5,144,0.66, 0.37, 0.27, 0.45, 0.45,  4.055823564529419
5,145,0.66, 0.36, 0.28, 0.41, 0.41,  4.031999588012695
5,146,0.67, 0.35, 0.25, 0.42, 0.42,  4.00702691078186
5,147,0.66, 0.38, 0.28, 0.45, 0.45,  3.8885338306427
5,148,0.66, 0.41, 0.33, 0.47, 0.47,  4.054199457168579
5,149,0.66, 0.42, 0.33, 0.49, 0.49,  3.98939847946167
5,150,0.66, 0.36, 0.26, 0.44, 0.44,  3.9536678791046143
5,151,0.67, 0.38, 0.3, 0.43, 0.43,  4.012115955352783
5,152,0.67, 0.39, 0.29, 0.46, 0.46,  3.972715139389038
5,153,0.66, 0.38, 0.29, 0.45, 0.45,  4.001375198364258
5,154,0.66, 0.35, 0.26, 0.42, 0.42,  3.964879274368286
5,155,0.66, 0.37, 0.29, 0.43, 0.43,  3.956118583679199
5,156,0.67, 0.37, 0.29, 0.42, 0.42,  3.9899845123291016
5,157,0.67, 0.35, 0.26, 0.42, 0.42,  3.944399356842041
5,158,0.66, 0.39, 0.3, 0.45, 0.45,  3.958463191986084
5,159,0.66, 0.34, 0.25, 0.41, 0.41,  3.9884724617004395
5,160,0.65, 0.37, 0.28, 0.44, 0.44,  3.9945430755615234
5,161,0.66, 0.32, 0.26, 0.36, 0.36,  3.9468190670013428
5,162,0.67, 0.36, 0.27, 0.41, 0.41,  4.038980960845947
5,163,0.65, 0.44, 0.34, 0.52, 0.52,  3.9269392490386963
5,164,0.66, 0.39, 0.29, 0.46, 0.46,  3.997365713119507
5,165,0.65, 0.37, 0.29, 0.43, 0.43,  4.025090932846069
5,166,0.66, 0.37, 0.27, 0.44, 0.44,  4.038574695587158
5,167,0.66, 0.34, 0.24, 0.41, 0.41,  3.9144628047943115
5,168,0.66, 0.36, 0.26, 0.44, 0.44,  4.030382871627808
5,169,0.66, 0.39, 0.3, 0.45, 0.45,  4.007381916046143
5,170,0.67, 0.39, 0.28, 0.48, 0.48,  3.923689842224121
5,171,0.66, 0.38, 0.28, 0.46, 0.46,  3.990346670150757
5,172,0.66, 0.36, 0.27, 0.42, 0.42,  4.038608074188232
5,173,0.67, 0.36, 0.26, 0.43, 0.43,  3.974632501602173
5,174,0.66, 0.34, 0.24, 0.41, 0.41,  3.8699426651000977
5,175,0.66, 0.36, 0.27, 0.42, 0.42,  3.997237205505371
5,176,0.66, 0.33, 0.23, 0.42, 0.42,  3.939448118209839
5,177,0.66, 0.36, 0.27, 0.43, 0.43,  4.038917779922485
5,178,0.66, 0.38, 0.28, 0.46, 0.46,  4.048895835876465
5,179,0.67, 0.37, 0.28, 0.44, 0.44,  3.9769680500030518
5,180,0.66, 0.4, 0.3, 0.46, 0.46,  3.9633729457855225
5,181,0.66, 0.36, 0.27, 0.43, 0.43,  3.9974637031555176
5,182,0.66, 0.38, 0.28, 0.45, 0.45,  3.9848761558532715
5,183,0.66, 0.4, 0.31, 0.47, 0.47,  4.032333612442017
5,184,0.66, 0.39, 0.31, 0.43, 0.43,  4.097744703292847
5,185,0.67, 0.35, 0.26, 0.41, 0.41,  3.9861087799072266
5,186,0.67, 0.37, 0.28, 0.43, 0.43,  3.980356216430664
5,187,0.66, 0.39, 0.3, 0.46, 0.46,  4.036137819290161
5,188,0.66, 0.41, 0.34, 0.46, 0.46,  3.9803411960601807
5,189,0.66, 0.39, 0.29, 0.46, 0.46,  3.969954252243042
5,190,0.66, 0.33, 0.23, 0.41, 0.41,  3.9676923751831055
5,191,0.66, 0.39, 0.29, 0.47, 0.47,  4.014779090881348
5,192,0.66, 0.37, 0.27, 0.45, 0.45,  3.9794843196868896
5,193,0.65, 0.36, 0.29, 0.41, 0.41,  3.979811191558838
5,194,0.66, 0.38, 0.29, 0.45, 0.45,  3.9410390853881836
5,195,0.66, 0.35, 0.24, 0.43, 0.43,  4.009458065032959
5,196,0.66, 0.36, 0.26, 0.43, 0.43,  4.028113603591919
5,197,0.66, 0.37, 0.27, 0.46, 0.46,  3.9759631156921387
5,198,0.66, 0.35, 0.25, 0.43, 0.43,  4.016034364700317
5,199,0.67, 0.38, 0.28, 0.44, 0.44,  3.9866645336151123
5,200,0.65, 0.38, 0.29, 0.44, 0.44,  3.947611093521118
5,201,0.66, 0.4, 0.3, 0.47, 0.47,  3.968242883682251
5,202,0.66, 0.39, 0.29, 0.47, 0.47,  4.0439677238464355
5,203,0.66, 0.41, 0.32, 0.46, 0.46,  4.01715087890625
5,204,0.66, 0.36, 0.27, 0.43, 0.43,  4.007730484008789
5,205,0.65, 0.37, 0.29, 0.44, 0.44,  4.003943920135498
5,206,0.67, 0.36, 0.26, 0.43, 0.43,  4.0266523361206055
5,207,0.66, 0.37, 0.28, 0.44, 0.44,  4.024964094161987
5,208,0.66, 0.39, 0.3, 0.45, 0.45,  3.975825309753418
5,209,0.66, 0.37, 0.27, 0.43, 0.43,  4.013558387756348
5,210,0.66, 0.38, 0.28, 0.46, 0.46,  3.9832875728607178
5,211,0.67, 0.38, 0.29, 0.44, 0.44,  4.008880376815796
5,212,0.66, 0.37, 0.27, 0.46, 0.46,  4.0426459312438965
5,213,0.66, 0.37, 0.28, 0.43, 0.43,  3.9557931423187256
5,214,0.67, 0.36, 0.26, 0.43, 0.43,  3.983760356903076
5,215,0.66, 0.35, 0.26, 0.41, 0.41,  3.969254493713379
5,216,0.67, 0.37, 0.28, 0.45, 0.45,  4.003173112869263
5,217,0.66, 0.36, 0.28, 0.43, 0.43,  3.9795777797698975
5,218,0.66, 0.33, 0.24, 0.4, 0.4,  4.0559375286102295
5,219,0.66, 0.35, 0.25, 0.42, 0.42,  4.014110565185547
5,220,0.66, 0.35, 0.25, 0.42, 0.42,  4.039504289627075
5,221,0.66, 0.35, 0.26, 0.41, 0.41,  3.9729931354522705
5,222,0.66, 0.4, 0.32, 0.46, 0.46,  4.019394636154175
5,223,0.65, 0.36, 0.26, 0.44, 0.44,  3.9093899726867676
5,224,0.67, 0.4, 0.31, 0.46, 0.46,  4.016941070556641
5,225,0.67, 0.31, 0.23, 0.35, 0.35,  3.979783296585083
5,226,0.66, 0.33, 0.25, 0.38, 0.38,  4.030802965164185
5,227,0.66, 0.37, 0.29, 0.43, 0.43,  3.8705668449401855
5,228,0.67, 0.36, 0.27, 0.42, 0.42,  3.9854233264923096
5,229,0.66, 0.36, 0.27, 0.44, 0.44,  3.9634554386138916
5,230,0.66, 0.38, 0.3, 0.44, 0.44,  4.04630708694458
5,231,0.65, 0.41, 0.31, 0.49, 0.49,  4.039893388748169
5,232,0.65, 0.36, 0.27, 0.44, 0.44,  3.975381851196289
5,233,0.66, 0.38, 0.29, 0.45, 0.45,  4.078355550765991
5,234,0.66, 0.36, 0.26, 0.43, 0.43,  3.9796760082244873
5,235,0.66, 0.37, 0.28, 0.43, 0.43,  3.9436910152435303
5,236,0.66, 0.34, 0.25, 0.39, 0.39,  4.023594856262207
5,237,0.66, 0.36, 0.25, 0.45, 0.45,  3.9879844188690186
5,238,0.65, 0.39, 0.32, 0.44, 0.44,  3.9990310668945312
5,239,0.66, 0.36, 0.26, 0.44, 0.44,  4.040212869644165
5,240,0.67, 0.36, 0.27, 0.43, 0.43,  3.9892594814300537
5,241,0.67, 0.35, 0.26, 0.42, 0.42,  3.9499638080596924
5,242,0.66, 0.4, 0.33, 0.45, 0.45,  4.0192131996154785
5,243,0.66, 0.37, 0.29, 0.41, 0.41,  4.057864427566528
5,244,0.66, 0.33, 0.24, 0.39, 0.39,  4.027282953262329
5,245,0.67, 0.34, 0.26, 0.4, 0.4,  3.9576311111450195
5,246,0.66, 0.34, 0.25, 0.41, 0.41,  3.9555649757385254
5,247,0.66, 0.32, 0.23, 0.39, 0.39,  4.028751611709595
5,248,0.67, 0.35, 0.27, 0.4, 0.4,  3.979506731033325
5,249,0.66, 0.32, 0.21, 0.41, 0.41,  4.066832065582275
5,250,0.66, 0.34, 0.24, 0.42, 0.42,  4.043381690979004
5,251,0.67, 0.28, 0.19, 0.35, 0.35,  4.039484739303589
5,252,0.67, 0.34, 0.24, 0.41, 0.41,  4.077466726303101
5,253,0.65, 0.41, 0.33, 0.46, 0.46,  3.9523229598999023
5,254,0.66, 0.39, 0.3, 0.46, 0.46,  4.005658864974976
5,255,0.65, 0.36, 0.26, 0.45, 0.45,  3.9677650928497314
5,256,0.67, 0.32, 0.24, 0.38, 0.38,  3.9892239570617676
5,257,0.67, 0.36, 0.26, 0.44, 0.44,  3.98697829246521
5,258,0.66, 0.36, 0.26, 0.43, 0.43,  4.028490781784058
5,259,0.67, 0.38, 0.29, 0.44, 0.44,  3.9656217098236084
5,260,0.66, 0.39, 0.32, 0.44, 0.44,  3.964109420776367
5,261,0.66, 0.33, 0.26, 0.38, 0.38,  3.9895222187042236
5,262,0.65, 0.38, 0.28, 0.46, 0.46,  3.98732328414917
5,263,0.66, 0.42, 0.36, 0.45, 0.45,  3.943107843399048
5,264,0.67, 0.34, 0.24, 0.43, 0.43,  3.9001047611236572
5,265,0.67, 0.4, 0.32, 0.45, 0.45,  4.008172035217285
5,266,0.66, 0.37, 0.27, 0.45, 0.45,  3.9905693531036377
5,267,0.66, 0.32, 0.22, 0.4, 0.4,  3.987424612045288
5,268,0.67, 0.36, 0.25, 0.44, 0.44,  3.960345983505249
5,269,0.66, 0.33, 0.24, 0.4, 0.4,  3.9649198055267334
5,270,0.66, 0.37, 0.28, 0.42, 0.42,  3.950864315032959
5,271,0.66, 0.36, 0.26, 0.43, 0.43,  4.011483669281006
5,272,0.66, 0.4, 0.31, 0.48, 0.48,  3.9743475914001465
5,273,0.66, 0.36, 0.29, 0.41, 0.41,  3.9773619174957275
5,274,0.67, 0.33, 0.24, 0.4, 0.4,  3.980553150177002
5,275,0.66, 0.35, 0.25, 0.43, 0.43,  3.9709079265594482
5,276,0.65, 0.41, 0.33, 0.45, 0.45,  3.980940341949463
5,277,0.66, 0.36, 0.27, 0.41, 0.41,  4.041688680648804
5,278,0.66, 0.43, 0.35, 0.49, 0.49,  3.9351747035980225
5,279,0.67, 0.36, 0.27, 0.42, 0.42,  3.904332160949707
5,280,0.67, 0.37, 0.28, 0.42, 0.42,  3.949402093887329
5,281,0.66, 0.36, 0.26, 0.43, 0.43,  3.9876513481140137
5,282,0.65, 0.44, 0.37, 0.48, 0.48,  4.032577037811279
5,283,0.67, 0.36, 0.27, 0.43, 0.43,  4.0637428760528564
5,284,0.67, 0.38, 0.28, 0.47, 0.47,  4.02069616317749
5,285,0.67, 0.33, 0.24, 0.38, 0.38,  3.9456257820129395
5,286,0.65, 0.41, 0.32, 0.48, 0.48,  3.979635238647461
5,287,0.67, 0.35, 0.26, 0.41, 0.41,  4.015036344528198
5,288,0.66, 0.38, 0.29, 0.46, 0.46,  3.989654541015625
5,289,0.67, 0.31, 0.21, 0.38, 0.38,  4.001180171966553
5,290,0.66, 0.41, 0.31, 0.48, 0.48,  4.011773347854614
5,291,0.67, 0.37, 0.29, 0.43, 0.43,  3.978574275970459
5,292,0.66, 0.38, 0.3, 0.44, 0.44,  3.9924540519714355
5,293,0.67, 0.36, 0.27, 0.43, 0.43,  3.9802212715148926
5,294,0.66, 0.4, 0.29, 0.5, 0.5,  3.9666266441345215
5,295,0.66, 0.38, 0.3, 0.44, 0.44,  4.037459373474121
5,296,0.67, 0.37, 0.27, 0.46, 0.46,  3.9426581859588623
5,297,0.66, 0.37, 0.28, 0.44, 0.44,  3.93949031829834
5,298,0.66, 0.32, 0.23, 0.39, 0.39,  4.014543533325195
5,299,0.66, 0.33, 0.24, 0.4, 0.4,  4.016138315200806
5,300,0.67, 0.27, 0.19, 0.33, 0.33,  4.005831003189087
5,301,0.66, 0.32, 0.26, 0.35, 0.35,  4.01762318611145
5,302,0.67, 0.34, 0.25, 0.41, 0.41,  4.013143062591553
5,303,0.65, 0.36, 0.28, 0.42, 0.42,  3.9568519592285156
5,304,0.67, 0.36, 0.27, 0.43, 0.43,  3.955221652984619
5,305,0.66, 0.38, 0.28, 0.45, 0.45,  3.9827446937561035
5,306,0.66, 0.35, 0.26, 0.43, 0.43,  3.998497247695923
5,307,0.67, 0.34, 0.24, 0.4, 0.4,  4.055951833724976
5,308,0.65, 0.42, 0.33, 0.49, 0.49,  3.969285488128662
5,309,0.66, 0.35, 0.26, 0.4, 0.4,  3.9278900623321533
5,310,0.66, 0.35, 0.25, 0.42, 0.42,  3.961517572402954
5,311,0.66, 0.4, 0.3, 0.48, 0.48,  3.9850332736968994
5,312,0.66, 0.4, 0.3, 0.48, 0.48,  3.983919382095337
5,313,0.67, 0.37, 0.28, 0.44, 0.44,  3.904963493347168
5,314,0.66, 0.4, 0.31, 0.46, 0.46,  4.009570360183716
5,315,0.67, 0.37, 0.28, 0.44, 0.44,  4.025800704956055
5,316,0.66, 0.34, 0.25, 0.41, 0.41,  3.9508440494537354
5,317,0.66, 0.31, 0.22, 0.37, 0.37,  3.953392505645752
5,318,0.67, 0.39, 0.29, 0.45, 0.45,  4.012978792190552
5,319,0.66, 0.38, 0.28, 0.44, 0.44,  3.9717700481414795
5,320,0.65, 0.34, 0.26, 0.4, 0.4,  4.003732681274414
5,321,0.67, 0.36, 0.27, 0.42, 0.42,  4.055781126022339
5,322,0.66, 0.35, 0.25, 0.44, 0.44,  3.9765026569366455
5,323,0.66, 0.37, 0.27, 0.43, 0.43,  3.941408157348633
5,324,0.66, 0.36, 0.27, 0.42, 0.42,  3.9980385303497314
5,325,0.65, 0.39, 0.3, 0.45, 0.45,  3.951651096343994
5,326,0.65, 0.4, 0.32, 0.46, 0.46,  3.989211082458496
5,327,0.66, 0.35, 0.26, 0.43, 0.43,  3.9661478996276855
5,328,0.64, 0.44, 0.35, 0.51, 0.51,  3.9406893253326416
5,329,0.66, 0.36, 0.26, 0.44, 0.44,  4.002458572387695
5,330,0.68, 0.29, 0.19, 0.36, 0.36,  3.995124578475952
5,331,0.66, 0.35, 0.25, 0.42, 0.42,  3.984229326248169
5,332,0.67, 0.39, 0.3, 0.45, 0.45,  3.935155153274536
5,333,0.66, 0.32, 0.22, 0.4, 0.4,  3.9355828762054443
5,334,0.67, 0.34, 0.27, 0.39, 0.39,  3.9618818759918213
5,335,0.66, 0.39, 0.28, 0.47, 0.47,  3.925464630126953
5,336,0.66, 0.35, 0.25, 0.42, 0.42,  3.969170093536377
5,337,0.66, 0.35, 0.26, 0.42, 0.42,  3.9288477897644043
5,338,0.67, 0.35, 0.27, 0.39, 0.39,  4.005574464797974
5,339,0.66, 0.35, 0.26, 0.42, 0.42,  3.9464073181152344
5,340,0.66, 0.33, 0.23, 0.41, 0.41,  3.919081211090088
5,341,0.65, 0.36, 0.29, 0.41, 0.41,  3.9704740047454834
5,342,0.66, 0.34, 0.24, 0.41, 0.41,  3.913743019104004
5,343,0.66, 0.35, 0.25, 0.41, 0.41,  3.9699511528015137
5,344,0.66, 0.37, 0.27, 0.45, 0.45,  3.9814577102661133
5,345,0.66, 0.32, 0.23, 0.4, 0.4,  3.998551368713379
5,346,0.66, 0.35, 0.26, 0.41, 0.41,  4.018350839614868
5,347,0.66, 0.41, 0.36, 0.44, 0.44,  3.902674674987793
5,348,0.67, 0.36, 0.28, 0.41, 0.41,  3.9167487621307373
5,349,0.66, 0.36, 0.26, 0.44, 0.44,  3.9877185821533203
5,350,0.66, 0.34, 0.25, 0.4, 0.4,  4.055833578109741
5,351,0.65, 0.37, 0.3, 0.43, 0.43,  4.019847869873047
5,352,0.66, 0.37, 0.28, 0.44, 0.44,  4.069897174835205
5,353,0.66, 0.38, 0.28, 0.46, 0.46,  4.017675161361694
5,354,0.66, 0.38, 0.28, 0.45, 0.45,  3.975130796432495
5,355,0.67, 0.34, 0.24, 0.41, 0.41,  3.8939521312713623
5,356,0.66, 0.35, 0.26, 0.4, 0.4,  4.044558763504028
5,357,0.66, 0.39, 0.31, 0.43, 0.43,  3.970076084136963
5,358,0.67, 0.37, 0.3, 0.42, 0.42,  3.968493938446045
5,359,0.66, 0.31, 0.22, 0.36, 0.36,  4.022294998168945
5,360,0.65, 0.44, 0.37, 0.49, 0.49,  3.9984307289123535
5,361,0.66, 0.35, 0.25, 0.43, 0.43,  3.9156863689422607
5,362,0.66, 0.4, 0.31, 0.47, 0.47,  4.022626876831055
5,363,0.66, 0.36, 0.26, 0.43, 0.43,  3.9433281421661377
5,364,0.65, 0.33, 0.23, 0.41, 0.41,  3.9620258808135986
5,365,0.65, 0.39, 0.31, 0.45, 0.45,  3.960902214050293
5,366,0.66, 0.35, 0.26, 0.41, 0.41,  3.9201319217681885
5,367,0.66, 0.36, 0.25, 0.44, 0.44,  3.949347734451294
5,368,0.67, 0.39, 0.28, 0.47, 0.47,  3.9542882442474365
5,369,0.65, 0.37, 0.29, 0.44, 0.44,  3.9493751525878906
5,370,0.66, 0.37, 0.28, 0.43, 0.43,  4.031715393066406
5,371,0.67, 0.36, 0.28, 0.42, 0.42,  4.031435012817383
