nb_shards,nb_requests,accuracy, SP,PE,EOpp,EOdds,retraining_time
5,130,0.84, 0.19, 0.08, 0.2, 0.2,  30.66738271713257
5,131,0.84, 0.18, 0.08, 0.18, 0.18,  31.092129707336426
5,132,0.84, 0.18, 0.08, 0.18, 0.18,  30.801042079925537
5,133,0.84, 0.18, 0.08, 0.17, 0.17,  30.505598545074463
5,134,0.84, 0.18, 0.08, 0.18, 0.18,  31.17385959625244
5,135,0.84, 0.18, 0.08, 0.18, 0.18,  31.52208375930786
5,136,0.84, 0.18, 0.08, 0.17, 0.17,  31.090570211410522
5,137,0.84, 0.18, 0.08, 0.18, 0.18,  30.935999631881714
5,138,0.84, 0.18, 0.08, 0.18, 0.18,  30.7749764919281
5,139,0.84, 0.18, 0.08, 0.18, 0.18,  30.8358314037323
5,140,0.84, 0.18, 0.08, 0.18, 0.18,  30.754498243331913
5,141,0.84, 0.18, 0.08, 0.17, 0.17,  31.490144968032837
5,142,0.84, 0.18, 0.08, 0.18, 0.18,  30.448972463607788
5,143,0.84, 0.18, 0.08, 0.17, 0.17,  31.360621690750122
5,144,0.84, 0.18, 0.08, 0.19, 0.19,  31.004354238510132
5,145,0.84, 0.18, 0.08, 0.2, 0.2,  31.509807109832764
5,146,0.84, 0.18, 0.08, 0.17, 0.17,  31.2309672832489
5,147,0.84, 0.18, 0.08, 0.19, 0.19,  30.94337248802185
5,148,0.84, 0.18, 0.08, 0.2, 0.2,  31.15055537223816
5,149,0.84, 0.19, 0.08, 0.2, 0.2,  30.73994541168213
5,150,0.84, 0.18, 0.08, 0.18, 0.18,  30.856160402297974
5,151,0.84, 0.18, 0.08, 0.19, 0.19,  30.804019927978516
5,152,0.84, 0.18, 0.08, 0.19, 0.19,  31.191962242126465
5,153,0.84, 0.18, 0.08, 0.18, 0.18,  31.25322914123535
5,154,0.84, 0.18, 0.08, 0.19, 0.19,  30.608864068984985
5,155,0.84, 0.18, 0.08, 0.18, 0.18,  31.08176064491272
5,156,0.84, 0.18, 0.08, 0.19, 0.19,  31.217942714691162
5,157,0.84, 0.18, 0.08, 0.18, 0.18,  30.816958904266357
5,158,0.84, 0.18, 0.08, 0.18, 0.18,  30.776698350906372
5,159,0.84, 0.18, 0.08, 0.19, 0.19,  30.596022367477417
5,160,0.84, 0.18, 0.08, 0.19, 0.19,  30.612099409103394
5,161,0.84, 0.18, 0.08, 0.17, 0.17,  31.146949768066406
5,162,0.84, 0.18, 0.08, 0.19, 0.19,  31.044878005981445
5,163,0.84, 0.18, 0.08, 0.18, 0.18,  30.56449818611145
5,164,0.84, 0.18, 0.08, 0.18, 0.18,  30.77663254737854
5,165,0.84, 0.18, 0.08, 0.19, 0.19,  30.343130826950073
5,166,0.84, 0.18, 0.08, 0.18, 0.18,  31.246498823165894
5,167,0.84, 0.18, 0.08, 0.18, 0.18,  31.038517951965332
5,168,0.84, 0.18, 0.08, 0.18, 0.18,  31.040464401245117
5,169,0.84, 0.18, 0.08, 0.17, 0.17,  29.947728633880615
5,170,0.84, 0.18, 0.08, 0.18, 0.18,  30.48790740966797
5,171,0.84, 0.18, 0.08, 0.17, 0.17,  31.904901027679443
5,172,0.84, 0.18, 0.08, 0.19, 0.19,  30.270219087600708
5,173,0.84, 0.18, 0.08, 0.18, 0.18,  31.58710765838623
5,174,0.84, 0.18, 0.08, 0.19, 0.19,  31.0073082447052
5,175,0.84, 0.18, 0.08, 0.18, 0.18,  30.671366453170776
5,176,0.84, 0.18, 0.08, 0.18, 0.18,  31.20194911956787
5,177,0.84, 0.18, 0.08, 0.19, 0.19,  31.428120374679565
5,178,0.84, 0.18, 0.08, 0.17, 0.17,  30.918853998184204
5,179,0.84, 0.18, 0.08, 0.19, 0.19,  30.679739713668823
5,180,0.84, 0.18, 0.08, 0.19, 0.19,  31.27625584602356
5,181,0.84, 0.18, 0.08, 0.19, 0.19,  30.556880474090576
5,182,0.84, 0.18, 0.08, 0.18, 0.18,  30.74587845802307
5,183,0.84, 0.18, 0.08, 0.18, 0.18,  30.25898003578186
5,184,0.84, 0.18, 0.08, 0.17, 0.17,  30.92740821838379
5,185,0.83, 0.18, 0.08, 0.18, 0.18,  31.251070499420166
5,186,0.84, 0.18, 0.07, 0.19, 0.19,  31.03491234779358
5,187,0.84, 0.18, 0.08, 0.17, 0.17,  30.947434186935425
5,188,0.84, 0.19, 0.08, 0.2, 0.2,  30.435364723205566
5,189,0.84, 0.18, 0.08, 0.18, 0.18,  30.517499208450317
5,190,0.84, 0.18, 0.08, 0.18, 0.18,  30.8710720539093
5,191,0.84, 0.18, 0.08, 0.18, 0.18,  30.621514558792114
5,192,0.84, 0.18, 0.08, 0.18, 0.18,  30.96222710609436
5,193,0.84, 0.18, 0.08, 0.17, 0.17,  31.07259249687195
5,194,0.84, 0.19, 0.08, 0.19, 0.19,  31.624467849731445
5,195,0.84, 0.18, 0.08, 0.19, 0.19,  31.23230528831482
5,196,0.84, 0.18, 0.08, 0.18, 0.18,  31.06671929359436
5,197,0.84, 0.18, 0.08, 0.19, 0.19,  30.468130826950073
5,198,0.84, 0.18, 0.08, 0.19, 0.19,  30.62825345993042
5,199,0.84, 0.18, 0.08, 0.19, 0.19,  31.035219192504883
5,200,0.84, 0.18, 0.08, 0.17, 0.17,  31.17396640777588
5,201,0.84, 0.18, 0.08, 0.18, 0.18,  30.42254137992859
